rating,enrollment,grade_span,name,address
-,300,9-10,AAEC Paradise Valley,"17811 NORTH 32ND STREET, Phoenix city"
27,400,KG-8,ACCLAIM Academy,"7624 W. INDIAN SCHOOL ROAD, Phoenix city"
-,56,9-10,ACE Charter High School,"P.O. BOX 27453, Tucson city"
61,210,KG-8,AMCS at Anthem dba Caurus Academy,"41900 N. 42ND AVE., Anthem CDP"
1,268,KG-10,ASDB/Phoenix Day School,", "
6,98,PS-10,ASDB/Tucson Blind School,", "
9,155,PS-10,ASDB/Tucson Deaf School,", "
59,24,9-10,AZ Compass Prep School,"2020 N. ARIZONA AVE SUITE G-62, Chandler city"
-,86,9-10,AZTEC High School,"2330 W. 28TH STREET, Yuma city"
-,-,-,Career Opportunities School,"1270 KINGS HIGHWAY, Lewes"
77,405,K-3,Carrcroft Elementary School,"503 CREST ROAD, Wilmington"
73,713,K-5,Castle Hills Elementary School,"502 MOORES LANE, New Castle"
-,303,PK-K,Cedar Lane Early Childhood Center School,"1221 CEDAR LANE ROAD, Middletown"
97,655,1-5,Cedar Lane Elementary School,"1259 CEDAR LANE ROAD, Middletown"
-,107,6-12,Central (The) School,"1621 TELEGRAPH ROAD, Wilmington"
28,"1,001",7-8,Central Middle School,"211 DELAWARE AVENUE, Dover"
96,217,PK-12,Charlton (John S.) School,"278 SORGHUM MILL ROAD, Camden Wyoming"
100,949,9-12,Charter Of Wilmington School,"100 NORTH DUPONT ROAD, Wilmington"
62,635,7-8,Chipman (W.T.) Middle School,"101 WEST CENTER STREET, Harrington"
2,"1,507",8-12,Christiana High School,"190 SALEM CHURCH ROAD, Newark"
61,857,4-6,Claymont Elementary School,"3401 GREEN STREET, Claymont"
72,409,K-5,A. W. Cox School,"143 Three Mile Course, Guilford"
-,525,PK-3,A. Ward Spaulding School,"945 Mountain Road, Suffield"
72,319,4-6,Abraham Pierson School,"75 East Main Street, Clinton"
38,286,9-12,Academy Of Information Technology School,"381 High Ridge Road, Stamford"
65,763,7-9,Aghticoke Middle School,"23 Hipp Road, New Milford"
83,475,K-6,Aiken School,"212 King Philip Drive, West Hartford"
-,9,9-12,Aim High School,"100 Battistoni Drive, Winsted"
86,560,6-9,Albert D. Griswold Junior High School,"144 Bailey Road, Rocky Hill"
82,511,PK-12,Alcott School,"1490 Woodtick Road, Wolcott"
65,471,PK-7,Alfred W. Hanmer School,"50 Francis Street, Wethersfield"
18,738,9-12,Battle Mountain High School,"750 EAGLE ROAD, Minturn"
-,33,K-6,Battle Rock Charter School,"11247 COUNTY ROAD G, Cortez"
48,370,PK-6,Bauder Elementary School,"2345 WEST PROSPECT, Fort Collins"
77,03-05,,BERRYVILLE INTERMEDIATE SCHOOL,"908 WEST FREEMAN, Berryville city"
78,06-08,,BERRYVILLE MIDDLE SCHOOL,"214 FERGUSON, Berryville city"
15,05-06,,BERYL HENRY UPPER ELEM. SCHOOL,"2000 SOUTH MAIN STREET, Hope city"
88,06-08,,BETHEL MIDDLE SCHOOL,"5415 NORTH LAKE ROAD, Alexander town"
48,07-12,,BIGELOW HIGH SCHOOL,"101 EAST PANTHER DRIVE, Bigelow town"
58,K-04,,BISMARCK ELEMENTARY SCHOOL,"11636 HIGHWAY 84, BISMARCK"
60,09-12,,BISMARCK HIGH SCHOOL,"11636 HIGHWAY 84, BISMARCK"
84,656,KG-5,Abia Judd Elementary School,"1749 WILLIAMSON VALLEY RD., Prescott city"
85,742,KG-8,Abraham Lincoln Traditional School,"10444 N 39TH AVENUE, Phoenix city"
64,836,PS-5,Acacia Elementary School,"12955 E. COLOSSAL CAVE ROAD, Vail CDP"
50,584,KG-6,Acacia Elementary School,"3021 W. EVANS DR., Phoenix city"
16,81,KG-5,Academy Adventures Primary School,"3902 NORTH FLOWING WELLS ROAD, Tucson city"
67,56,KG-6,Academy Del Sol,"8379 W. AVECENNA ST., Tucson city"
8,100,KG-8,Academy Of Excellence,"425 NORTH 36TH STREET, Phoenix city"
12,207,KG-8,Academy of Arizona - Main,"2100 W. INDIAN SCHOOL RD., Phoenix city"
-,103,9-10,Academy of Building Industries,"1547 E. LIPPAN BLVD., Fort Mohave CDP"
-,49,KG-8,Academy of Excellence - Central Arizona,"340 W. VAH KI INN ROAD, Coolidge city"
73,300,KG-10,Academy of Math and Science,"1557 W PRINCE RD, Tucson city"
77,267,KG-5,Academy of Tucson Elementary School,"9209 E. WRIGHTSTOWN ROAD, Tucson city"
78,476,K-4,Clayton Elementary School,"510 WEST MAIN STREET, Clayton"
39,432,K-5,Colwyck Elementary School,"12 LANDERS LANE, New Castle"
-,67,6-12,Commodore Macdonough School,"1701 SOUTH DUPONT HIGHWAY, St. Georges"
-,38,7-12,Community (The) School,"1621 TELEGRAPH ROAD, Wilmington"
35,"1,154",9-12,Concord High School,"2501 EBRIGHT ROAD, Wilmington"
11,658,5-8,Conrad Middle School,"201 JACKSON AVENUE, Wilmington"
14,282,PK-3,Darley Road Elementary School,"500 DARLEY ROAD, Claymont"
-,-,-,Delaware Adolescent Program Inc. (Dapi) Kent School,"185 SOUTH ST., Camden"
-,-,-,Delaware Adolescent Program Inc. (Dapi) School,"1600 JESSUP STREET, Wilmington"
-,-,-,Delaware Adolescent Program Inc. (Dapi) Sussex School,"22213 LEWES GEORGETOWN HWY, Georgetown"
-,-,-,Delaware Correctional Center School,"PO BOX 500, Smyrna"
83,635,PK-4,Algonquin School,"30 Coer Road, Prospect"
-,31,-,Alice Peck Pre-Kindergarten Program School,"35 Hillfield Road, Hamden"
79,356,PK-5,Allgrove School,"33 Turkey Hills Road, East Granby"
33,420,PK-6,Alma E. Pagels School,"26 Benham Hill Road, West Haven"
-,49,9-12,Alternate Education Program School,"40 Quirk Road, Milford"
6,39,9-12,Alternative Center For Excellence School,"26 Locust Avenue, Danbury"
46,270,5-8,Amistad Academy School,"407 James Street, New Haven"
80,734,7-10,Amity Regional Junior High School,"100 Ohman Avenue, Orange"
89,849,7-10,Amity Regional Junior High School,"190 Luke Hill Road, Bethany"
91,870,9-12,Amity Regional Senior High School,"25 Newton Road, Woodbridge"
65,360,PK-6,Andover Elementary School,"35 School Road, Andover"
18,273,K-5,Andrew Avenue School,"140 Andrew Avenue, Naugatuck"
-,168,9-10,Academy of Tucson High School,"10720 EAST 22ND STREET, Tucson city"
86,157,6-8,Academy of Tucson Middle School,"2300 N. TANQUE VERDE LOOP ROAD, Tucson city"
-,144,9-10,Academy with Community Partners,"433 N HALL, Mesa city"
-,242,10,Accelerated Learning Center,"4105 EAST SHEA BLVD., Phoenix city"
32,79,KG-7,Accelerated Learning Charter School,"320 SOUTH MAIN STREET, Cottonwood city"
62,237,KG-10,Accelerated Learning Laboratory,"5245 NORTH CAMINO DE OESTE, Tucson city"
52,285,2-8,Acorn Montessori Charter School,"8556 EAST LOOS DRIVE, Prescott Valley town"
46,103,6-8,Adalberto M. Guerrero School,"2797 N. INTROSPECT DR., Tucson city"
26,838,PS-6,Adams Elementary School,"738 S LONGMORE, Mesa city"
80,213,KG-7,Adams Traditional Academy,"2323 W. PARKSIDE LANE, Phoenix city"
18,59,KG-3,Adventure School,"1950 EAST PLACITA SIN NOMBRE, Tucson city"
89,380,PS-6,Agua Caliente School,"11420 E LIMBERLOST ROAD, Tucson city"
-,-,-,Delaware Day Treatment Center (6-13) Dover School,"103 MONT BLANC BLVD, Dover"
67,518,9-12,Delaware Military Academy School,"112 MIDDLEBORO ROAD, Wilmington"
25,"1,525",9-12,Delcastle Technical High School,"1417 NEWPORT ROAD, Wilmington"
55,507,6-8,Delmar Middle School,"200 NORTH EIGHTH STREET, Delmar"
42,563,9-12,Delmar Senior High School,"200 NORTH EIGHTH STREET, Delmar"
3,946,8-12,Dickinson (John) High School,"1801 MILLTOWN ROAD, Wilmington"
49,452,PK-5,Douglass (Frederick) Elementary School,"1 SWAIN ROAD, Seaford"
-,106,2-12,Douglass Alternative School,"1800 PROSPECT ROAD, Wilmington"
92,173,6-8,Dover Air Force Base Middle School,"3100 HAWTHORNE DRIVE, Dover"
89,279,3-6,Ann Antolini School,"30 Antolini Road, New Hartford"
18,362,K-6,Anna E. Norris School,"40 Remington Road, East Hartford"
73,535,K-4,Anna H. Rockwell School,"400 Whittlesey Drive, Bethel"
60,363,K-12,Anna L. Lopresti School,"29 Maple Street, Seymour"
70,542,PK-5,Anna Reynolds School,"85 Reservoir Road, Newington"
48,308,K-6,Anna V. Molloy School,"225 Meloy Road, West Haven"
77,278,PK-5,Annie E. Vinton School,"306 Stafford Road, Mansfield Cent"
8,589,PK-7,Annie-Fisher Multiple Intelligence Magnet School,"280 Plainfield Street, Hartford"
38,539,9-12,Ansonia High School,"20 Pulaski Highway, Ansonia"
21,638,6-9,Ansonia Middle School,"115 Howard Avenue, Ansonia"
51,556,PK-8,Ashford School,"0440 Westford Road, Ashford"
97,675,9-12,Avon High School,"510 West Avon Road, Avon"
-,"1,659",9-10,Agua Fria High School,"530 E. RILEY DR., Avondale city"
26,154,KG-8,Aguila Elementary School,"P.O. BOX 218, Aguila CDP"
32,503,KG-5,Aguilar School,"5800 S. FOREST AVE., Tempe city"
43,346,KG-8,Ahwatukee Foothills Prep,"10210 SOUTH 50TH PLACE, Phoenix city"
-,86,KG-8,Aim High Institute,"430 W. WARNER RD. #103, Tempe city"
35,444,KG-6,Aire Libre Elementary School,"16428 NORTH 21ST STREET, Phoenix city"
22,336,KG-8,Ajo Elementary School,"P.O. BOX 68, Ajo CDP"
-,132,9-10,Ajo High School,"P.O. BOX 68, Ajo CDP"
19,99,3-5,Akimel O'Otham Pee Posh (3-5),"3652 E. BLACKWATER SCHOOL ROAD, Coolidge city"
31,131,KG-2,Akimel O'Otham Pee Posh (K-2),"3652 E. BLACKWATER SCHOOL ROAD, Coolidge city"
-,666,PS-10,Alchesay High School,"PO BOX 190, Whiteriver CDP"
20,750,PS-8,Alfred F Garcia School,"1441 S. 27TH AVE, Phoenix city"
7,"1,568",8-12,Dover High School,"ONE PAT LYNN DRIVE, Dover"
85,525,K-6,Downes (John R.) Elementary School,"220 CASHO MILL ROAD, Newark"
28,442,K-5,Downie (Carrie) Elementary School,"1201 DELAWARE STREET, New Castle"
26,333,PK-1,Dunbar (Paul Laurence) Elementary School,"499 WEST SIXTH STREET, Laurel"
37,"1,394",8-12,Dupont (Alexis I.) High School,"GREENVILLE, Wilmington"
15,509,5-8,Dupont (Alexis I.) Middle School,"3130 KENNETT PIKE, Greenville"
-,-,-,Dupont (Alfred I.) Hospital School,"1600 ROCKLAND ROAD, Wilmington"
88,870,5-8,Dupont (H.B.) Middle School,"735 MEETING HOUSE ROAD, Hockessin"
53,800,PK-6,Dupont (Pierre S.) Elementary School,"701 WEST 34TH STREET, Wilmington"
70,324,PK-4,East Dover Elementary School,"852 SOUTH LITTLE CREEK ROAD, Dover"
98,700,PK-5,East Millsboro Elementary School,"29346 IRON BRANCH ROAD, Millsboro"
96,559,5-9,Avon Middle School,"375 West Avon Road, Avon"
27,603,K-7,B. W. Tinker School,"809 Highland Avenue, Waterbury"
-,74,PK-K,Bacon Academy Pre Program School,"611 Norwich Avenue, Colchester"
70,745,9-12,Bacon Academy School,"611 Norwich Avenue, Colchester"
-,198,K-3,Bakerville Consolidated School,"51 Cedar Lane, New Hartford"
72,327,K-6,Barkhamsted Elementary School,"65 Ripley Hill Road, Barkhamsted"
91,529,PK-6,Barlow Mountain Elementary School,"115 Barlow Mountain Road, Ridgefield"
9,295,PK-12,Barnard Environmental Magnet School,"170 Derby Avenue, New Haven"
21,280,K-6,Barnard School,"11 Draher Street, Waterbury"
4,504,PK-9,Barnard-Brown School,"1304 Main Street, Hartford"
6,483,K-12,Barnum School,"529 Noble Avenue, Bridgeport"
-,"2,706",9-10,Alhambra High School,"3839 WEST CAMELBACK ROAD, Phoenix city"
94,734,KG-8,Alhambra Traditional School,"3736 W OSBORN RD, Phoenix city"
60,363,KG-5,Alice Byrne Elementary School,"811 W. 16TH STREET, Yuma city"
63,782,6-8,Alice Vail Middle School,"5350 E. 16TH STREET, Tucson city"
41,103,KG-4,All Aboard Charter School,"5827 NORTH 35TH AVENUE, Phoenix city"
29,59,6-9,Allsport Academy,"6211 EAST SPEEDWAY BLVD., Tucson city"
51,533,PS-6,Alma Elementary School,"1313 W MEDINA, Mesa city"
-,56,KG-8,Alpine Elementary School,"PO BOX 170, Alpine CDP"
15,702,KG-8,Alta E Butler School,"3843 W ROOSEVELT, Phoenix city"
42,932,PS-8,Alta Loma School,"9750 N 87TH AVE, Peoria city"
26,573,KG-6,Alta Vista Elementary School,"8710 N 31ST AVE, Phoenix city"
-,476,9-10,Alta Vista High School,"5040 S. CAMPBELL AVENUE, Tucson city"
8,247,K-8,East Side Charter School,"3000 NORTH CLAYMONT STREET, Wilmington"
34,842,K-8,Edison (Thomas A.) Charter Of Wilmington School,"2200 NORTH LOCUST STREET, Wilmington"
27,468,K-5,Eisenberg (Harry O.) Elementary School,"28 LANDERS LANE, New Castle"
27,269,PK-6,Elbert-Palmer Intermediate School,"1210 LOBDELL STREET, Wilmington"
91,126,PK-12,Ennis (Howard T.) School,"20346 ENNIS ROAD, Georgetown"
70,378,PK-4,Fairview Elementary School,"700 WALKER ROAD, Dover"
-,-,-,Ferris For Boys School,"959 CENTRE ROAD, Wilmington"
78,819,6-8,Fifer (Fred) Middle School,"109 EAST CAMDEN-WYOMING AVENUE, Camden"
-,16,K-11,First State School,"501 WEST 14TH STREET, Wilmington"
89,511,K-5,Forest Oak Elementary School,"55 SOUTH MEADOWOOD DRIVE, Newark"
43,339,K-3,Forwood Elementary School,"1900 WESTMINSTER DRIVE, Wilmington"
-,"1,001",9-12,Bassick High School,"1181 Fairfield Avenue, Bridgeport"
17,586,PK-12,Batchelder School,"757 New Britain Avenue, Hartford"
38,375,PK-6,Batcheller Elementary School,"201 Pratt Street, Winsted"
56,568,PK-7,Bear Path School,"10 Kirk Road, Hamden"
9,661,PK-7,Beardsley School,"500 Huntington Road, Bridgeport"
97,803,6-9,Bedford Middle School,"88 North Avenue, Westport"
88,387,3-6,Beecher Road Intermediate School,"40 Beecher Road, Woodbridge"
-,437,PK-3,Beecher Road Primary School,"40 Beecher Road, Woodbridge"
7,339,PK-9,Beecher School,"100 Jewell Street, New Haven"
23,557,PK-12,Benjamin Franklin School,"426 West Main Street, Meriden"
15,382,PK-11,Benjamin Jepson Magnet School,"375 Quinnipiac Avenue, New Haven"
-,660,6-9,Bennet Middle School,"1151 Main Street, Manchester"
41,297,5-8,Altar Valley Middle School,"HC 3 BOX 130, Tucson city"
-,178,9-10,Alternative Computerized Education (ACE) Charter High School,"1929 NORTH STONE AVENUE, Tucson city"
72,40,KG-3,Ambassador Academy,"3820 E. RAY RD. STE. 8, Phoenix city"
22,645,KG-8,Amberlea Elementary School,"8455 WEST VIRGINIA AVENUE, Phoenix city"
35,189,KG-8,AmeriSchools Academy - Camelback,"1333 WEST CAMELBACK ROAD, Phoenix city"
47,225,KG-8,AmeriSchools Academy - Country Club,"1150 NORTH COUNTRY CLUB, Tucson city"
49,226,KG-6,AmeriSchools Academy - Yuma,"2098 S. 3RD AVE., Yuma city"
-,128,9-10,AmeriSchools College Preparatory Academy - Tucson,"7444 E. BROADWAY, Tucson city"
59,167,KG-8,American Heritage Academy,"2030 E. CHERRY ST., Cottonwood city"
66,315,KG-10,American Heritage Academy,"2030 E. CHERRY ST., Cottonwood city"
94,453,PK-5,Frankford Elementary School,"30207 FRANKFORD SCHOOL ROAD, Frankford"
69,621,K-5,Frear (Allen) Elementary School,"238 SORGHUM MILL ROAD, Camden Wyoming"
83,472,K-4,Gallaher (Robert S.) Elementary School,"800 BROWNLEAF ROAD, Newark"
32,976,5-8,Gauger-Cobbs Middle School,"50 GENDER ROAD, Newark"
68,581,PK-5,Georgetown Elementary School,"301-A WEST MARKET STREET, Georgetown"
5,"1,426",8-12,Glasgow High School,"1901 SOUTH COLLEGE AVENUE, Newark"
-,-,-,Grace And Snowden Cottages School,"1825 FAULKLAND ROAD, Wilmington"
68,701,7-8,Hanby Middle School,"2523 BERWYN ROAD, Wilmington"
52,612,4-6,Harlan (David W.) Elementary School,"3601 JEFFERSON STREET, Wilmington"
94,381,PK-4,Hartly Elementary School,"2617 ARTHURSVILLE ROAD, Hartly"
44,856,5-6,Henry (William) Middle School,"CARVER ROAD, Dover"
5,691,PK-10,Bennie Dover Jackson Middle School,"36 Waller Street, New London"
-,32,10-12,Bergin Correctional Institute School,"251 Middle Turnpike, Storrs"
85,860,9-12,Berlin High School,"139 Patterson Way, Berlin"
71,557,PK-6,Bethany Community School,"44 Peck Road, Bethany"
84,798,9-12,Bethel High School,"300 Whittlesey Drive, Bethel"
77,786,6-9,Bethel Middle School,"600 Whittlesey Drive, Bethel"
74,395,K-12,Bethlehem Elementary School,"92 East Street, Bethlehem"
21,517,5-9,Betsy Ross Arts Magnet School,"150 Kimberly Avenue, New Haven"
34,414,PK-9,Bielefield School,"70 Maynard Street, Middletown"
-,"1,031",PK-9,Birch Grove Primary School,"247 Rhodes Road, Tolland"
17,195,PK-12,Bishop School,"526 Main Street, Norwich"
18,313,PK-5,Bishop Woods School,"1481 Quinnipiac Avenue, New Haven"
51,540,KG-10,American Leadership Academy,"17019 S GREENFIELD RD, Gilbert town"
-,"1,373",9-10,Amphitheater High School,"125 W YAVAPAI ROAD, Tucson city"
49,693,6-8,Amphitheater Middle School,"315 EAST PRINCE ROAD, Tucson city"
5,175,PS-8,Amy L. Houston Academy,"7139 S 10TH ST, Phoenix city"
86,706,PS-5,Anasazi Elementary,"12121 N 124TH STREET, Scottsdale city"
33,"1,099",4-8,Andalucia Middle School,"4730 W. CAMPBELL, Phoenix city"
36,932,KG-3,Andalucia Primary School,"4530 W. CAMPBELL AVE., Phoenix city"
50,268,PS-5,Anna Henry Elementary School,"650 NORTH IGO WAY, Tucson city"
19,288,PS-5,Anna Lawrence Intermediate School,"4850 W. JEFFREY RD, Tucson city"
87,879,KG-6,Anna Marie Jacobson  Elementary School,"1515 NW JACARANDA PARKWAY, Chandler city"
39,347,KG-5,Annie Kellond Elementary School,"6606 E. LEHIGH DRIVE, Tucson city"
-,322,9-10,Antelope Union High School,"9168 SOUTH AVE 36 EAST, Wellton town"
83,471,K-5,Heritage Elementary School,"2815 HIGHLANDS LANE, Wilmington"
23,388,K-5,Highlands Elementary School,"2100 GILPIN AVENUE, Wilmington"
43,"1,149",8-12,Hodgson (Paul M.) Vocational Technical High School,"2575 GLASGOW AVENUE, Newark"
10,863,9-12,Howard High Of Technology School,"401 EAST 12TH STREET, Wilmington"
-,-,-,Howard R. Young Correctional Institution School,"1301 E. 12TH ST., Wilmington"
49,804,8-12,Indian River High School,"29772 ARMORY ROAD, Dagsboro"
37,412,K-4,Jones (Albert H.) Elementary School,"CHRISTIANA, Newark"
72,676,K-5,Keene (William B.) Elementary School,"200 LAGRANGE AVENUE, Newark"
-,40,PK-6,Kent County Community School,"CARVER ROAD, Dover"
58,487,PK-4,Black Rock School,"57 Branch Road, Thomaston"
15,395,K-10,Black Rock School,"545 Brewster Street, Bridgeport"
12,"1,182",PK-9,Blackham School,"425 Thorme Street, Bridgeport"
10,559,9-12,Bloomfield High School,"5 Huckleberry Lane, Bloomfield"
83,694,K-9,Bolton Center School,"108 Notch Road, Bolton"
92,236,9-12,Bolton High School,"72 Brandy Street, Bolton"
91,149,K-6,Booth Free School,"14 South Street, Roxbury"
90,572,K-6,Booth Hill School,"545 Booth Hill Road, Trumbull"
82,536,K-7,Booth Hill School,"544 Booth Hill Road, Shelton"
34,217,PK-12,Borough Elementary School,"36 Prospect Street, Stafford Sprin"
76,158,PK-6,Botelle Elementary School,"128 Greenwoods Road East, Norfolk"
44,454,PK-11,Bowers School,"141 Princeton Street, Manchester"
-,-,K-6,Abbott Loop Elementary School,"8427 LAKE OTIS PARKWAY, Anchorage"
93,226,K-8,Academy Charter School,"801 EAST ARCTIC, Palmer"
46,326,PK-6,Airport Heights Elementary School,"1510 ALDER DRIVE, Anchorage"
44,815,KG-8,Anthem Elementary School,"P.O. BOX 2850, Florence town"
81,864,PS-8,Anthem School,"41020 N. FREEDOM WAY, Anthem CDP"
75,"1,320",KG-8,Anza Trail,"350 W. SAHUARITA ROAD, Sahuarita town"
73,895,PS-8,Apache Elementary School,"8633 W. JOHN CABOT ROAD, Peoria city"
-,-,1-7,Apache Elementary School,"PO DRAWER 1119, Douglas city"
-,"1,682",9-10,Apache Junction High School,"2525 S IRONWOOD DR, Apache Junction city"
70,629,6-8,Apache Middle School,"3335 E FRY, Sierra Vista city"
-,178,9-10,Apache Trail High School,"945 WEST APACHE TRAIL, Apache Junction city"
-,"1,860",9-10,Apollo High School,"8045 N. 47TH AVENUE, Glendale city"
39,821,6-8,Apollo Middle School,"265 WEST NEBRASKA STREET, Tucson city"
43,434,PK-7,Bradley School,"155 David Humphreys Road, Derby"
90,461,K-9,Braeburn School,"45 Braeburn Road, West Hartford"
90,503,PK-6,Branchville Elementary School,"40 Florida Road, Ridgefield"
79,944,9-12,Branford High School,"185 East Main Street, Branford"
31,226,PK-9,Breakthrough Magnet School,"121 Cornwall Street, Hartford"
-,20,10-12,Bridgeport Community Correctional Center School,"1106 North Avenue, Bridgeport"
-,30,1-12,Bridgeport Learning Center School,"280 Tesiny Avenue, Bridgeport"
-,4,2-4,Bridges 2 School,"15 Hinsdale Avenue, Winsted"
-,7,PK-2,Bridges I School,"65 Ripley Hill Road, Barkhamsted"
51,"1,187",9-12,Brien Mcmahon High School,"300 Highland Avenue, Norwalk"
1,64,9-12,Briggs High School,"350 Main Street, Norwalk"
51,14,K-12,Akhiok School,"MAIN STREET, Akhiok"
12,211,K-12,Akiachak School,"AKIACHAK #51100, Akiachak"
18,99,PK-12,Akiak School,"AKIAK # 5227, Akiak"
39,69,PK-12,Akiuk Memorial School,"104 VILLAGE ROAD, Kasigluk"
27,115,PK-12,Akula Elitnaurvik School,"100 AKULA HEIGHTS, Kasigluk"
32,13,PK-12,Akutan School,"202 VOLCANO DRIVE, Akutan"
26,155,PK-12,Alak School,"567 MAIN ST., Wainwright"
11,238,PK-12,Alakanuk School,"PO BOX 9, Alakanuk"
3,50,PK-12,Alaska For The Deaf & Hard Of Hearing School,"4600 DEBARR RD., Anchorage"
32,39,K-8,Aleknagik School,"PO BOX 84, Aleknagik"
32,39,K-9,Aleutians East Correspondence School,"PO BOX 429, Sand Point"
8,42,PK-12,Allakaket School,"3RD STREET COMPLEX, Allakaket"
-,"1,662",9-10,Arcadia High School,"4703 E INDIAN SCHOOL RD, Phoenix city"
61,542,KG-8,Arcadia Neighborhood Learning Center,"4330 N. 62ND STREET, Scottsdale city"
12,184,KG-8,Arizona Academy of Leadership,"P.O. BOX 22046, Tucson city"
-,58,KG-8,Arizona Academy of Leadership - Central,"PO BOX 22046, Tucson city"
37,117,KG-8,Arizona Academy of Science and Technology,"P.O. BOX 13606, Phoenix city"
-,158,9-10,Arizona Agribusiness & Equine Center - Red Mountain,"2165 N. POWER ROAD, Mesa city"
-,117,9-10,Arizona Call-a-Teen Center for Excellence,"649 NORTH 6TH AVENUE, Phoenix city"
49,39,K-6,4-J Elementary School,"2830 Highway 50a, Gillette"
39,444,K-6,Afflerbach Elementary School,"400 West Wallic Road, Cheyenne"
83,384,K-3,Afton Elementary School,"175 East 4th Avenue, Afton"
62,45,K-6,Albin Elementary School,"454 5th Avenue, Albin"
72,"1,143",9-12,Bristol Central High School,"480 Wolcott Street, Bristol"
73,993,9-12,Bristol Eastern High School,"632 King Street, Bristol"
74,13,6-7,Bristow Middle School,"34 Highland Street, West Hartford"
34,720,PK-5,Broad Brook Elementary School,"14 Rye Street, East Windsor"
39,"1,014",PK-9,Broadview Middle School,"72 Hospital Avenue, Danbury"
93,503,PK-6,Alpenglow Elementary School,"19201 DRIFTWOOD BAY DRIVE, Eagle River"
57,309,9-12,Alternative Learning Center School,"744 THIRD AVE., Kotzebue"
23,73,PK-12,Alternative Learning Systems School,"520 5TH AVENUE, Fairbanks"
47,120,K-12,Alyeska Central School,"3141 CHANNEL DRIVE #100, Juneau"
36,67,PK-12,Ambler School,"109 AMBLER DR., Ambler"
100,302,PK-3,Anderson Elementary School,"5227 KODIAK STREET, Eielson AFB"
63,57,PK-12,Anderson School,"BOX 3120, Anderson"
